项目id,项目名称,地址,城市,8月项目下智能屏理论点位数,日期,排片点位数,刊挂总时常
76956,紫荆大厦（杭州）,紫荆花路386号,杭州,3,2019/1/21,3,90
77156,乐富智汇园,祥园路28号,杭州,10,2019/1/21,10,150
77632,兴合大厦,复兴路88号,杭州,2,2019/1/21,2,60
77950,黄龙时代广场,万塘路18号,杭州,4,2019/1/21,3,90
78006,赞宇大厦,古墩路702号,杭州,6,2019/1/21,6,90
78271,水印康庭写字楼,白石巷386号,杭州,1,2019/1/21,1,15
78554,东方红街,新风路318号,杭州,39,2019/1/21,38,1710
78561,萧山宁安大厦,市心北路156号,杭州,26,2019/1/21,8,120
78793,西湖花苑,环城西路18号,杭州,3,2019/1/21,3,60
79007,中南国际大厦,江南大道1088号,杭州,5,2019/1/21,4,120
79025,南北西岸花园,昼锦街12号,杭州,34,2019/1/21,34,510
79161,复地北城中心,莫干山路1165号,杭州,2,2019/1/21,2,30
79202,文物大楼,东坡路66号,杭州,3,2019/1/21,3,75
79204,瑞鼎大厦,振华路200号,杭州,6,2019/1/21,6,90
79242,广源科技楼,东新路江南巷11号,杭州,2,2019/1/21,2,60
79883,水湘苑,昙花庵路98号,杭州,16,2019/1/21,16,720
79891,先锋科技大厦,伟业路298号,杭州,7,2019/1/21,7,105
80382,康恩贝大厦(杭州),江南大道288号,杭州,3,2019/1/21,3,45
80482,潮人汇大厦,江南大道3672号,杭州,1,2019/1/21,1,15
80561,锦都世家,清江路166号,杭州,14,2019/1/21,14,210
81572,杭钢冶金科技大厦,天目山路294号,杭州,3,2019/1/21,2,60
81661,钱龙大厦,江汉路1786号,杭州,2,2019/1/21,2,60
81888,元华旺座,新塘路56号,杭州,29,2019/1/21,29,1305
81923,聚落五号创意产业园,艮山支路5号,杭州,4,2019/1/21,4,180
81964,瑞博国际科技大厦,古墩路673号,杭州,15,2019/1/21,8,240
82331,华成国际发展大厦,钱江新城5号,杭州,1,2019/1/21,1,45
82365,金龙大厦,秋水路279号,杭州,5,2019/1/21,5,150
82417,杭州威格科技园,祥茂路16号,杭州,2,2019/1/21,2,60
84247,泰嘉园,莫干山路972号,杭州,1,2019/1/21,1,15
86871,港务新大楼,石祥路356号,杭州,2,2019/1/21,2,30
87228,合生国贸中心,天目山路327号,杭州,6,2019/1/21,6,90
87409,解百新世纪大厦马可波罗滨湖酒店,浣纱路99号,杭州,4,2019/1/21,4,120
87470,国泰大厦,金惠路398号,杭州,5,2019/1/21,5,150
87532,中豪湘座,水湘路339号,杭州,21,2019/1/21,20,690
87666,建华文化创意产业园,七古登路208号,杭州,14,2019/1/21,14,210
87794,东忠科技,长河路590号,杭州,8,2019/1/21,8,120
87973,星汇大厦,建国北路707号,杭州,5,2019/1/21,5,105
88043,浙江互联网产业大厦,运河东路1号,杭州,2,2019/1/21,2,60
88519,三立时代广场,绍兴路538号,杭州,114,2019/1/21,112,1680
88601,福地创业园,西溪路628号,杭州,2,2019/1/21,2,30
88625,高科技孵化园,6号大街452号,杭州,14,2019/1/21,14,210
88841,华领国际,文二路333号,杭州,4,2019/1/21,4,120
89047,中奥江锦国际,通江路251号,杭州,2,2019/1/21,2,60
89736,博科大厦,西园路9号,杭州,2,2019/1/21,2,30
89857,发展今日嘉园,文一路192号,杭州,1,2019/1/21,1,30
89873,北山大厦,西溪路152号,杭州,18,2019/1/21,17,315
89969,萧山国际创业中心,金城路1068号,杭州,3,2019/1/21,3,45
90041,网新大厦,天目山路226号,杭州,4,2019/1/21,1,30
90047,光明日报综合楼,体育场路474号,杭州,1,2019/1/21,1,30
90104,瑞浩中心,花园岗街186号,杭州,5,2019/1/21,5,120
90106,信雅达,江虹路1750号,杭州,10,2019/1/21,10,300
90158,紫晶大酒店（杭州）,庆春东路78号,杭州,5,2019/1/21,5,225
90160,紫晶大厦（杭州）,庆春东路78号,杭州,2,2019/1/21,2,90
90188,中誉现代城,通惠中路838号,杭州,10,2019/1/21,10,300
90294,沁园雅舍商务楼,机场路163号,杭州,5,2019/1/21,5,225
90460,鹏和大楼,德胜东路8518号,杭州,4,2019/1/21,4,120
90472,云龙公寓_杭州,刀茅巷23号,杭州,18,2019/1/21,18,285
90479,泰地万新大厦,西湖大道35号,杭州,10,2019/1/21,10,300
90511,浙江外经贸广场综合楼,延安路468号,杭州,3,2019/1/21,2,60
90577,同人广场,古墩路598号,杭州,9,2019/1/21,9,270
90609,雅戈尔大厦赫纳酒店,延安路508号,杭州,1,2019/1/21,1,30
90628,萧然大厦,城河街65号,杭州,4,2019/1/21,4,120
90790,中赢国际,滨和路998号,杭州,4,2019/1/21,4,60
90796,同方国际,秋涛北路223号,杭州,52,2019/1/21,52,1560
90798,万银国际,民心路100号,杭州,5,2019/1/21,5,150
90834,优盘时代,萍水西路82号,杭州,4,2019/1/21,4,120
91000,滨科大厦,西浦路1503号,杭州,1,2019/1/21,1,15
91108,中豪望江国际,望江东路332号,杭州,12,2019/1/21,12,360
91157,新湖商务大厦,西溪路128号,杭州,4,2019/1/21,4,60
91159,瑞晶国际,五星路198号,杭州,2,2019/1/21,2,60
91163,天邑国际商务楼,杭行路143号,杭州,32,2019/1/21,3,75
91216,杭州康华大厦,拱康路100号,杭州,4,2019/1/21,4,60
91256,盛泰时代山,下沙4号大街197号,杭州,4,2019/1/21,4,60
91258,跨境电子商务产业园,长城路22号,杭州,3,2019/1/21,3,45
91260,创新中国产业园,沈家路319号,杭州,2,2019/1/21,2,30
91330,腾虎科技大厦,南环路2952号,杭州,4,2019/1/21,4,105
91387,紫玉名府,凯旋路361号,杭州,9,2019/1/21,9,405
91450,永富大厦,石桥路395号,杭州,4,2019/1/21,4,60
91740,智谷人力资源产业园,钱潮路369号,杭州,2,2019/1/21,2,60
91801,杭州大唐商务大厦,临丁路619号,杭州,7,2019/1/21,3,45
91805,杭州明珠大厦,大关路188号,杭州,7,2019/1/21,7,105
91835,星光国际,江南大道228号,杭州,4,2019/1/21,4,60
91881,通策和睦大厦,登云路427号,杭州,4,2019/1/21,4,120
91984,蕙沣大厦,婺江路333号,杭州,18,2019/1/21,17,435
92235,秋涛发展大厦,秋涛路238号,杭州,6,2019/1/21,6,270
92386,君尚金座,安业路229号,杭州,4,2019/1/21,4,120
92603,蔚蓝国际,东新路555号,杭州,2,2019/1/21,2,30
92683,体育大厦(远扬大厦),莫干山路268号,杭州,6,2019/1/21,2,30
2000145,王道公园,滨安路1181号,杭州,12,2019/1/21,12,180
2000323,浙商财富中心,古墩路83号,杭州,30,2019/1/21,30,1875
2000361,钱塘航空大厦,市民街66号,杭州,6,2019/1/21,6,180
2000383,北城天地,湖州街568号,杭州,61,2019/1/21,61,1065
2000393,东和时代,江晖路1930号,杭州,4,2019/1/21,4,120
2000458,绿都嘉瑞华庭,金城路1578号,杭州,6,2019/1/21,6,180
2000576,领骏世界,潮王路10号,杭州,6,2019/1/21,6,180
2000590,名城湖左岸,学林街1377号,杭州,14,2019/1/21,14,210
2000602,智汇中心,滨安路1190号,杭州,10,2019/1/21,10,150
2000835,保俶路综合大楼,保俶路117号,杭州,1,2019/1/21,1,60
2000891,锦绣工坊,水门南弄3号,杭州,2,2019/1/21,2,60
2000904,杭州东方大厦,航海路601号,杭州,4,2019/1/21,4,120
2000910,华盛达广场,滨兴路1451号  ,杭州,17,2019/1/21,17,510
2000988,金润科技园,春波路1517号,杭州,10,2019/1/21,10,210
2001017,新东方国际,江陵路567号,杭州,4,2019/1/21,4,120
2001024,海陆剑桥公社,申花路789号,杭州,14,2019/1/21,14,420
2001052,阅城新座,杭行路50号,杭州,6,2019/1/21,6,90
2001110,海杰德大厦,市心北路828号,杭州,6,2019/1/21,6,90
2001121,中豪五福天地,凤起东路207号,杭州,57,2019/1/21,57,1890
2001145,财富金融中心,解放东路33号,杭州,197,2019/1/21,197,5910
2001159,积家大厦,浦沿路789号,杭州,2,2019/1/21,2,30
2001278,万商汇综合楼,商城中路196号,杭州,2,2019/1/21,2,60
2001360,钱江国际时代广场,城星路111号,杭州,10,2019/1/21,10,450
2001375,城西银泰城,丰潭路380号,杭州,15,2019/1/21,15,225
2001429,铧广科技大厦,沈港路10号,杭州,3,2019/1/21,3,90
2001532,天堂e谷,新文路33号,杭州,14,2019/1/21,14,420
2001579,绿景国际,石祥路458号,杭州,6,2019/1/21,6,90
2001589,东方丽都,范家路徐家洋路交叉口,杭州,12,2019/1/21,12,540
2001645,新世界财富中心,市心北路108号,杭州,8,2019/1/21,8,120
2001660,美莱商务大厦,莫干山路333号,杭州,9,2019/1/21,9,270
2001675,登云阁,登云路428号,杭州,4,2019/1/21,4,60
2001893,新城大厦（杭州）,银沙路199号,杭州,1,2019/1/21,1,15
2001919,民企发展大厦,富业巷3号,杭州,8,2019/1/21,8,150
2001942,西溪软件园金牛座,高顺路8号,杭州,32,2019/1/21,32,480
2002137,金通国际大厦,花园岗街113号,杭州,9,2019/1/21,4,60
2002286,帝凯大厦,金城路471号,杭州,21,2019/1/21,21,525
2002310,城发天地,古运路15号,杭州,8,2019/1/21,8,120
2002438,野风现代中心,绍兴路161号,杭州,24,2019/1/21,4,120
2002475,江干区科技创业服务中心,天城路91号,杭州,2,2019/1/21,2,105
2002476,五洲国际广场,余杭塘路799号,杭州,52,2019/1/21,52,1800
2002500,森禾商务广场,杭海路267号,杭州,10,2019/1/21,10,450
2002570,百得利大厦,江陵路1780号,杭州,4,2019/1/21,4,180
3007043,康恒大厦,文三西路111号,杭州,1,2019/1/21,1,60
3007076,蓝色霞湾,假山路99号,杭州,26,2019/1/21,26,390
3007113,西湖物资大楼,金祝北路21号,杭州,2,2019/1/21,2,120
3007114,运河东苑,登云路6-8号,杭州,6,2019/1/21,6,90
3007115,西湖新城,中山北路596号,杭州,10,2019/1/21,10,150
3007129,浙报公寓,二圣庙街40号,杭州,4,2019/1/21,4,60
3007147,朝晖苑（杭州）,河东路105号,杭州,7,2019/1/21,7,105
3007148,浙江出版大厦,体育场路347号,杭州,2,2019/1/21,2,60
3007179,中山大厦（杭州）,中山中路115号,杭州,2,2019/1/21,2,30
3007206,平安居,屏风街94号,杭州,8,2019/1/21,8,135
3007211,钱江苑,钱江路580号,杭州,6,2019/1/21,6,105
3007239,沁雅花园,文三西路111号,杭州,15,2019/1/21,15,900
3007245,东方金座_杭州,岳王路1号,杭州,2,2019/1/21,2,60
3007246,青春坊,长庆街35号,杭州,10,2019/1/21,10,240
3007258,艮山福居,环城北路10号,杭州,6,2019/1/21,6,90
3007261,华门世家,文三路383号,杭州,8,2019/1/21,8,600
3007283,环东公寓,环城东路271号,杭州,6,2019/1/21,6,240
3007289,锦绣文苑,马塍路3号,杭州,9,2019/1/21,9,540
3007299,嘉禾苑,劳动路128号,杭州,8,2019/1/21,8,240
3007320,三华天运花园,秋涛北路252号,杭州,38,2019/1/21,38,1695
3007324,嘉绿西苑,文二西路151号,杭州,8,2019/1/21,8,480
3007468,文欣商务楼,文二路173号,杭州,2,2019/1/21,2,120
3007470,文菁花苑,文一路272号,杭州,4,2019/1/21,4,240
3007606,温馨人家,月明路837号,杭州,60,2019/1/21,60,2700
3007717,月雅苑,2号大街877号,杭州,2,2019/1/21,2,30
3007728,丰乐公寓,佑圣观路207号,杭州,6,2019/1/21,6,180
3007886,中山苑,光复路28号,杭州,8,2019/1/21,8,165
3008918,三里家园一小区,尧典桥路192号,杭州,4,2019/1/21,4,180
3008928,广景苑,景昙路100号,杭州,10,2019/1/21,10,450
3009120,日森大厦,文一路9号,杭州,2,2019/1/21,2,30
3011505,三墩颐景园,董家路60号,杭州,32,2019/1/21,32,960
3012183,水岸城市花园,环城东路25号,杭州,34,2019/1/21,34,1215
3012218,紫园,凯旋路100号,杭州,14,2019/1/21,14,630
3012238,临江风帆公寓,富春路237号,杭州,4,2019/1/21,4,60
3012644,南苑e家酒店（时信商务楼）,江城路763号,杭州,1,2019/1/21,1,45
3013976,云溪香山南,梦湖路5号,杭州,15,2019/1/21,15,675
3014180,瑞丰格林苑,老浙大横路27号,杭州,7,2019/1/21,7,210
3015525,绿城育华公寓楼,文一西路532号,杭州,6,2019/1/21,6,360
3015815,新城国际_和园,庆和路8号,杭州,18,2019/1/21,18,810
3015817,新城国际_彩园,庆和路22号,杭州,14,2019/1/21,14,630
3016250,物美大厦,文一路298号,杭州,7,2019/1/21,4,240
3017487,云溪香山北区,美院南路240号,杭州,29,2019/1/21,29,1305
3017549,丁桥兰苑,惠兰雅路58号,杭州,83,2019/1/21,83,1245
3017607,人和,荆长路1号,杭州,18,2019/1/21,18,540
3017805,近江家园五园,衢江路87号,杭州,12,2019/1/21,12,225
3017875,天虹公寓,古墩路819号,杭州,29,2019/1/21,29,870
3018040,吉如家园,通益路77号,杭州,65,2019/1/21,65,975
3018065,中兴花园,江汉路1688号,杭州,68,2019/1/21,68,1860
3018084,邻里人家西苑,长虹路634号,杭州,30,2019/1/21,30,450
3018171,钱塘景苑,伟业路399号,杭州,9,2019/1/21,9,270
3018196,普福公寓,福临街46号,杭州,24,2019/1/21,24,360
3018265,明辉花园,兴园路75号,杭州,20,2019/1/21,20,450
3018452,九鼎·名仕顿,屏风街29号,杭州,1,2019/1/21,1,30
3018939,钱江国际商务中心,钱江路8号,杭州,12,2019/1/21,12,345
3019189,嘉泰馨庭,登云路291号,杭州,37,2019/1/21,37,555
3020181,钱江四苑,顺福路150号,杭州,22,2019/1/21,22,990
3020183,浦沿公寓,新浦路102号,杭州,4,2019/1/21,1,15
3021109,江涛阁,东信大道1038号,杭州,12,2019/1/21,12,300
3021331,杭州杭派精品服装市场,杭海路68号,杭州,8,2019/1/21,8,465
3022603,湖畔宽邸,湖畔北街92号,杭州,52,2019/1/21,52,1275
3023235,三里新城梅苑,工农路33号,杭州,6,2019/1/21,6,270
3023276,大家多立方,九华路1号,杭州,55,2019/1/21,55,825
3023390,魅力之城,九环路39号,杭州,59,2019/1/21,59,885
3023664,定海园,永庆路137,杭州,59,2019/1/21,58,870
3024032,江南文苑,滨文路639号,杭州,33,2019/1/21,33,495
3024375,九洲芳园,金堡街18号,杭州,30,2019/1/21,30,450
3025484,滨江长河商厦,长江路428,杭州,6,2019/1/21,6,135
3025698,三里新城兰苑,机场路一巷109号,杭州,17,2019/1/21,17,735
3027180,信义坊,信义商街203号,杭州,3,2019/1/21,3,45
3028793,天盛居,潮王支路77号,杭州,4,2019/1/21,4,105
3028871,凯景公寓,凯旋路339号,杭州,4,2019/1/21,4,180
3029764,君悦丽景_杭州,风情大道22号,杭州,19,2019/1/21,19,570
3030148,杭州丁桥新经济产业园,同协路28号,杭州,1,2019/1/21,1,45
3030251,三堡东苑,运河东路82号,杭州,24,2019/1/21,24,720
3030252,云峰家园,艮山西路265号,杭州,27,2019/1/21,27,810
3030372,仁苑,滨盛路3191号,杭州,75,2019/1/21,75,1905
3030733,圣奥领寓,金堡街83号,杭州,28,2019/1/21,28,420
3030840,杨家春晓,新汇路156号,杭州,58,2019/1/21,58,2520
3030866,东城丽景,城隍中路165号,杭州,16,2019/1/21,16,480
3030886,半岛花园（杭州）,晨晖路555号,杭州,24,2019/1/21,24,360
3030950,加州阳光写字楼,金城路333号,杭州,51,2019/1/21,51,855
3031005,之江花园,东信大道1221号,杭州,10,2019/1/21,10,300
3031027,广电雅苑,长浜路346,杭州,20,2019/1/21,20,300
3031049,乔司商贸苑,桃安路103号,杭州,4,2019/1/21,4,60
3031125,风华苑(杭州),临平人民大道33号,杭州,54,2019/1/21,54,810
3031333,冠宇隽园,丁群街428号,杭州,34,2019/1/21,34,510
3031409,高知住宅楼,老浙大直路25号 ,杭州,3,2019/1/21,3,120
3031417,隆和国际大厦,江晖路1961号,杭州,2,2019/1/21,2,60
3031439,风情苑_杭州,西兴路760号,杭州,26,2019/1/21,26,1170
3031492,东东城,下沙十号大街1号,杭州,12,2019/1/21,7,105
3031609,沈塘铭苑(杭州),叶青兜路72号,杭州,15,2019/1/21,5,75
3031829,江南摩卡小区,水田畈路83号,杭州,31,2019/1/21,31,1005
3032002,君合商务楼,金堡街232号,杭州,4,2019/1/21,4,60
3032003,亿龙商务楼,杭乔路231号,杭州,4,2019/1/21,4,60
3032515,万科草庄,机场路355号,杭州,22,2019/1/21,22,660
3032577,春漫里,大陆路5号,杭州,13,2019/1/21,13,195
3032606,探梅里,大陆路9号,杭州,31,2019/1/21,31,465
3033004,田园牧歌风禾苑,建工路26号,杭州,9,2019/1/21,9,135
3033170,云溪印象,望江山路50号,杭州,10,2019/1/21,10,450
3033586,三塘人家,绍兴路509号,杭州,52,2019/1/21,52,780
3033587,龙生钱塘名都,清江路300号,杭州,12,2019/1/21,12,540
3033599,隽逸花苑,石祥路203号,杭州,8,2019/1/21,8,120
3033804,湘墅花园,时代大道4358号,杭州,13,2019/1/21,13,195
3034136,美林公寓_杭州,文二西路和荆长路交汇处,杭州,23,2019/1/21,23,1035
3034197,滨江万家星城一期,东新路与石祥路交叉口,杭州,20,2019/1/21,20,300
3034202,滨江万家星城二期,东文路与长浜路交叉,杭州,16,2019/1/21,16,240
3034277,中天西城纪,余杭塘路417号,杭州,16,2019/1/21,16,510
3034431,东城印象,新塘路318号,杭州,10,2019/1/21,10,450
3034754,幸福时代公寓,文明路468号,杭州,2,2019/1/21,2,60
3034996,万福中心,滨康路228号,杭州,10,2019/1/21,8,240
3035400,汇禾禧福汇,红普路759号,杭州,28,2019/1/21,26,390
3035410,光辉岁月(杭州),文晖路139号,杭州,17,2019/1/21,17,435
3035840,克拉公馆,石桥路90号,杭州,16,2019/1/21,16,720
3035841,金庆公寓,东清巷60号,杭州,2,2019/1/21,2,30
3035930,运河广告产业大厦,祥园路109号,杭州,7,2019/1/21,7,210
3036183,乾成园,振华路215号,杭州,35,2019/1/21,35,1050
3036344,冠苑双子座,余杭塘路803号,杭州,2,2019/1/21,2,60
3036493,保利江语海,学正街,杭州,37,2019/1/21,37,555
3036616,银树湾,文岚街158号,杭州,22,2019/1/21,22,330
3036617,宝善公寓二期,建国北路524号,杭州,4,2019/1/21,4,60
3036704,吉兴公寓一期,大关路29号,杭州,24,2019/1/21,24,360
3036809,瓜山佳苑,温州路50号,杭州,27,2019/1/21,27,405
3036834,商瑞大厦,商城南路102号,杭州,5,2019/1/21,5,150
3036926,国能中心,滨盛路1786号,杭州,8,2019/1/21,8,240
3037077,建国南苑,河坊街39号,杭州,8,2019/1/21,8,300
3037090,顺帆电子信息科创园,荆长路768号,杭州,15,2019/1/21,15,450
3037120,云狐科技园,秋溢路601号,杭州,9,2019/1/21,9,225
5000058,龙鼎大酒店,华丰路296号,杭州,1,2019/1/21,1,15
5000064,金地自在城东苑,西园六路180号,杭州,32,2019/1/21,32,960
5000067,金地自在城乐活湾,厚仁路101号,杭州,28,2019/1/21,28,840
5000120,步步高商务大厦,德胜东路3678号,杭州,1,2019/1/21,1,15
5000141,金地自在城鹭影轩,西园六路105号,杭州,84,2019/1/21,84,2520
5000155,迈达商业中心写字楼,天城路6号,杭州,2,2019/1/21,2,90
5000178,德泰丰元国际大厦,丰潭路430号,杭州,13,2019/1/21,13,525
5000206,联动创意园,西园二路9号,杭州,4,2019/1/21,4,105
5000209,亚科中心,江南大道4760号,杭州,4,2019/1/21,4,60
5000226,云河大厦（浙江杭州）,文一路18号,杭州,4,2019/1/21,4,60
5000324,罗兰春天,九环路60号,杭州,28,2019/1/21,28,420
5000378,西湖创意谷_时尚创意园,江城路16号,杭州,1,2019/1/21,1,30
5000396,中国（杭州）人力资源服务产业园,白石路318号,杭州,1,2019/1/21,1,15
5000400,智库文化创意产业园,绍兴路400弄6号,杭州,1,2019/1/21,1,15
5000440,西溪乐谷创意产业园,文二西路716号,杭州,9,2019/1/21,9,330
5000442,西瑞大厦,横港路338号,杭州,4,2019/1/21,4,60
5000443,西溪福地科创园,文一西路776号,杭州,2,2019/1/21,2,60
5000444,万科紫台_杭州,建福街120号,杭州,32,2019/1/21,32,480
5000528,紫爵公寓,萧然东路100号,杭州,7,2019/1/21,7,105
5000634,德珠商务中心,明珠街263,杭州,11,2019/1/21,11,165
5000652,中天MCC,友知弄4号 ,杭州,27,2019/1/21,27,1410
5000713,锦盛大楼,彩云路103号,杭州,1,2019/1/21,1,15
5000763,金手指网商创意园,金家渡南路4号,杭州,7,2019/1/21,7,195
5000770,浙报印务祥园创意产业园,祥园路38号,杭州,2,2019/1/21,2,30
5000838,新德佳苑,杭氧路86号,杭州,22,2019/1/21,22,330
5000910,赛丽绿城慧园,丰潭路700号,杭州,64,2019/1/21,64,2880
5000920,尚坤生态创意园,三墩西园路10号,杭州,9,2019/1/21,9,225
5000944,浙宝智慧信息产业园,俞章路88号,杭州,3,2019/1/21,3,135
5000982,金马摩立方,萧绍路636号,杭州,5,2019/1/21,5,135
5000998,天和高科大厦,滨安路688号,杭州,17,2019/1/21,17,465
5001058,兴业财富大厦,兴业街158号,杭州,1,2019/1/21,1,15
